acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;LIGHT;mag_x;mag_y;mag_z;azimuth;pitch;roll;proximity;pressure;sound;lat;lon;altitude;alt_google;loc_alt_pres;speed_kmh;accuracy;loc_orientation;sats_in_range;lapsed;datetime
0.111;0.077;9.367;0.063;0.179;9.805;0.059;-0.121;-0.136;-0.018;-0.027;0.014;3.0;-9.6;16.5;-50.3;28.5;-1.2;-0.2;0.0;1022.4;58.25;47.61211;-122.24961;-74.2;NaN;;9.5;9.67742;58.6;11 / 11;11464007;2015-07-28 20:40:25:799
0.13;0.115;10.343;0.218;0.073;9.804;0.026;-0.019;0.707;0.012;0.019;-0.01;3.0;-10.4;17.4;-50.5;27.0;-0.5;-1.3;0.0;1022.5;55.95;47.61212;-122.24958;-74.2;NaN;;9.8;9.67742;57.1;11 / 11;11465007;2015-07-28 20:40:26:799
-0.026;0.118;9.344;0.096;0.185;9.804;-0.044;-0.006;-0.311;-0.049;0.013;0.025;3.0;-10.0;16.6;-50.6;27.9;-1.1;-0.6;0.0;1022.4;59.37;47.61214;-122.24955;-74.2;NaN;;10.3;9.67742;60.0;11 / 11;11466007;2015-07-28 20:40:27:799
-0.209;0.227;9.654;-0.098;0.183;9.804;-0.084;0.048;-0.021;0.026;0.024;0.008;2.0;-8.9;17.9;-50.4;26.3;-0.8;0.3;0.0;1022.5;65.46;47.61215;-122.24952;-71.0;NaN;;9.5;9.67742;54.4;11 / 11;11467007;2015-07-28 20:40:28:799
-0.142;0.134;9.769;-0.153;0.115;9.805;0.009;0.011;0.087;0.001;0.008;-0.006;5.0;-8.1;17.9;-50.7;25.3;-0.7;0.9;0.0;1022.5;57.07;47.61217;-122.24949;-74.2;NaN;;9.6;9.67742;55.8;10 / 10;11468007;2015-07-28 20:40:29:799
-0.133;0.167;9.569;-0.149;0.146;9.804;-0.005;-0.014;0.083;0.021;-0.009;-0.009;5.0;-8.2;17.6;-50.2;25.1;-0.9;0.9;0.0;1022.4;54.06;47.61218;-122.24946;-74.2;NaN;;9.1;9.67742;56.8;11 / 12;11469007;2015-07-28 20:40:30:799
-0.209;0.134;10.087;-0.171;0.113;9.804;-0.022;0.008;0.424;-0.02;0.019;-0.013;5.0;-8.2;17.8;-50.5;25.6;-0.7;1.0;0.0;1022.5;52.38;47.61219;-122.24943;-74.2;NaN;;10.1;9.67742;60.1;12 / 12;11470007;2015-07-28 20:40:31:799
-0.382;0.125;9.404;-0.308;0.125;9.801;-0.079;0.004;-0.089;-0.016;0.02;-0.015;5.0;-6.9;17.1;-51.0;25.6;-0.8;1.7;0.0;1022.4;52.43;47.6122;-122.2494;-74.2;NaN;;9.3;9.67742;56.3;11 / 11;11471007;2015-07-28 20:40:32:799
-0.358;0.185;9.685;-0.417;0.219;9.795;0.058;-0.034;0.043;0.0;-0.009;-0.009;5.0;-7.4;16.6;-50.9;27.1;-1.3;2.6;0.0;1022.4;61.42;47.61222;-122.24937;-74.2;NaN;;9.5;9.67742;59.0;11 / 12;11472007;2015-07-28 20:40:33:799
-0.137;0.153;9.558;-0.242;0.141;9.803;0.052;0.02;-0.047;-0.008;-0.024;-0.009;5.0;-7.8;16.8;-51.0;27.6;-0.8;1.4;0.0;1022.4;56.18;47.61223;-122.24935;-74.2;NaN;;9.5;9.67742;60.3;11 / 12;11473007;2015-07-28 20:40:34:799
0.059;0.192;9.501;0.036;0.194;9.805;0.053;-0.017;-0.116;0.004;-0.018;-0.032;5.0;-9.5;16.5;-50.4;28.9;-1.1;-0.1;0.0;1022.4;55.48;47.61224;-122.24931;-71.0;NaN;;9.8;9.67742;61.7;11 / 12;11474009;2015-07-28 20:40:35:801
0.196;0.115;9.871;0.02;0.154;9.805;0.135;-0.038;0.169;0.013;0.001;0.014;5.0;-10.1;16.7;-50.3;29.1;-0.9;-0.1;0.0;1022.5;54.82;47.61225;-122.24928;-74.2;NaN;;9.1;9.67742;62.2;12 / 12;11475007;2015-07-28 20:40:36:799
-0.171;0.065;9.93;0.059;0.103;9.806;-0.147;-0.037;0.265;-0.018;-0.004;-0.001;5.0;-9.4;16.6;-50.9;25.9;-0.7;-0.5;0.0;1022.4;59.01;47.61226;-122.24925;-74.2;NaN;;9.4;9.67742;59.7;12 / 12;11476007;2015-07-28 20:40:37:799
0.374;0.096;9.759;0.303;0.137;9.801;0.053;0.036;0.039;-0.049;-0.023;-0.004;5.0;-11.5;16.6;-50.5;30.5;-0.8;-1.8;0.0;1022.4;52.15;47.61227;-122.24922;-74.2;NaN;;9.0;9.67742;59.5;11 / 11;11477006;2015-07-28 20:40:38:798
0.033;0.204;9.302;0.18;0.173;9.803;-0.107;0.033;-0.206;0.001;0.031;0.0;5.0;-10.7;16.8;-50.5;28.6;-1.0;-1.4;0.0;1022.4;54.21;47.61229;-122.2492;-71.0;NaN;;9.0;9.67742;61.0;12 / 12;11478007;2015-07-28 20:40:39:799
0.059;0.173;9.52;0.033;0.216;9.804;0.022;-0.029;-0.096;-0.009;-0.006;0.011;5.0;-10.0;16.9;-50.7;28.5;-1.3;-0.2;0.0;1022.4;54.06;47.6123;-122.24916;-74.2;NaN;;9.3;9.67742;62.8;12 / 12;11479007;2015-07-28 20:40:40:799
0.078;0.169;9.29;0.1;0.129;9.805;-0.034;0.034;-0.183;-0.025;0.004;-0.007;5.0;-9.4;17.2;-50.5;25.3;-0.9;-0.6;0.0;1022.4;65.2;47.61231;-122.24913;-74.2;NaN;;9.3;9.67742;59.6;12 / 12;11480009;2015-07-28 20:40:41:801
0.374;0.268;9.101;0.192;0.248;9.802;0.181;0.02;-0.516;0.036;-0.01;-0.017;5.0;-10.5;17.0;-50.6;30.1;-1.1;-0.6;0.0;1022.4;65.81;47.61232;-122.2491;-74.2;NaN;;9.1;9.67742;62.0;12 / 12;11481007;2015-07-28 20:40:42:799
-0.091;0.264;9.796;0.002;0.21;9.804;-0.087;0.061;0.062;0.047;0.022;-0.014;5.0;-10.1;16.5;-50.6;28.9;-0.8;-0.3;0.0;1022.5;53.31;47.61233;-122.24907;-74.2;NaN;;8.8;9.67742;57.3;11 / 11;11482007;2015-07-28 20:40:43:799
-0.018;0.134;9.883;-0.107;0.119;9.805;0.063;-0.036;0.251;-0.006;0.014;0.002;5.0;-9.3;16.6;-50.9;28.4;-0.7;0.6;0.0;1022.4;53.69;47.61234;-122.24905;-74.2;NaN;;8.9;9.67742;60.7;10 / 11;11483007;2015-07-28 20:40:44:799
-0.131;0.115;9.788;-0.206;0.144;9.803;0.075;-0.031;0.13;-0.002;0.004;0.006;5.0;-8.9;16.2;-50.6;31.1;-0.9;1.2;0.0;1022.4;51.32;47.61235;-122.24902;-77.4;NaN;;8.7;9.67742;60.7;12 / 12;11484007;2015-07-28 20:40:45:799
-0.209;0.136;9.595;-0.212;0.089;9.804;-0.002;0.095;0.013;-0.001;-0.008;-0.011;5.0;-8.9;16.7;-51.1;30.2;-0.5;1.3;0.0;1022.4;52.68;47.61236;-122.24899;-77.4;NaN;;8.7;9.67742;65.1;12 / 12;11485007;2015-07-28 20:40:46:799
-0.209;0.154;9.903;-0.125;0.184;9.804;-0.108;-0.036;0.205;0.031;-0.008;-0.026;5.0;-9.5;16.8;-50.5;30.7;-1.1;0.7;0.0;1022.4;52.52;47.61237;-122.24896;-77.4;NaN;;8.6;9.67742;59.4;12 / 12;11486006;2015-07-28 20:40:47:798
-0.056;0.124;9.413;-0.076;0.155;9.805;0.02;0.03;-0.151;-0.073;0.019;-0.018;5.0;-10.1;15.2;-51.0;32.8;-1.2;0.4;0.0;1022.4;55.91;47.61238;-122.24893;-77.4;NaN;;8.7;9.67742;58.8;8 / 8;11487006;2015-07-28 20:40:48:798
-0.227;0.288;9.046;-0.316;0.384;9.794;0.105;-0.085;-0.579;0.071;0.012;-0.007;5.0;-8.9;15.0;-51.3;32.6;-2.0;1.9;0.0;1022.4;51.04;47.61239;-122.2489;-77.4;NaN;;9.3;9.67742;65.1;12 / 12;11488006;2015-07-28 20:40:49:798
-0.4;0.134;10.304;-0.432;0.076;9.797;0.025;0.036;0.674;0.016;0.002;-0.007;5.0;-8.8;15.5;-50.6;36.8;-0.2;2.6;0.0;1022.5;70.1;47.6124;-122.24887;-77.4;NaN;;9.0;9.67742;68.5;10 / 10;11489007;2015-07-28 20:40:50:799
-0.296;0.106;9.817;-0.295;0.098;9.802;-0.055;-0.029;0.162;-0.031;-0.021;-0.004;5.0;-9.7;15.5;-51.2;34.9;-0.6;1.7;0.0;1022.4;58.11;47.61241;-122.24884;-80.6;NaN;;8.6;9.67742;66.4;10 / 11;11490008;2015-07-28 20:40:51:800
-0.056;0.159;9.833;-0.103;0.211;9.804;0.017;-0.046;0.184;0.002;-0.01;-0.001;5.0;-10.7;15.3;-50.5;35.6;-1.2;0.6;0.0;1022.4;58.96;47.61241;-122.24881;-77.4;NaN;;9.3;9.67742;63.9;10 / 11;11491007;2015-07-28 20:40:52:799
-0.023;0.101;9.837;-0.098;0.123;9.805;0.078;-0.004;0.318;-0.007;-0.009;0.031;0.0;-10.9;15.3;-50.3;36.5;-0.8;0.7;0.0;1022.4;56.37;47.61242;-122.24877;-77.4;NaN;;9.4;9.67742;67.0;9 / 11;11492007;2015-07-28 20:40:53:799
0.04;0.173;9.454;0.052;0.195;9.805;-0.006;-0.028;-0.117;0.009;-0.038;0.007;0.0;-11.3;15.7;-50.6;32.6;-1.1;-0.2;0.0;1022.4;51.49;47.61243;-122.24874;-77.4;NaN;;9.1;9.67742;68.8;11 / 11;11493008;2015-07-28 20:40:54:800
-0.015;0.244;9.503;0.216;0.14;9.803;-0.198;0.067;-0.086;0.024;0.008;0.016;0.0;-12.3;16.1;-50.5;32.8;-0.7;-1.4;0.0;1022.4;53.09;47.61244;-122.24871;-77.4;NaN;;9.6;9.67742;64.6;10 / 11;11494011;2015-07-28 20:40:55:803
0.288;0.058;9.578;0.137;0.113;9.805;0.141;-0.052;0.068;-0.02;0.021;0.028;0.0;-11.7;16.2;-50.1;34.0;-0.9;-0.8;0.0;1022.4;57.4;47.61245;-122.24867;-77.4;NaN;;9.5;9.67742;63.2;9 / 11;11495009;2015-07-28 20:40:56:801
-0.114;0.134;9.655;-0.012;0.167;9.805;-0.116;-0.066;-0.025;-0.016;-0.011;0.016;0.0;-10.3;16.0;-50.4;30.4;-1.2;0.0;0.0;1022.4;54.96;47.61246;-122.24864;-77.4;NaN;;9.6;9.67742;66.4;11 / 12;11496007;2015-07-28 20:40:57:799
0.305;0.156;9.29;0.177;0.16;9.804;0.126;-0.012;-0.221;-0.007;-0.006;0.005;0.0;-10.8;16.1;-50.0;31.0;-0.9;-1.0;0.0;1022.4;56.16;47.61247;-122.24861;-74.2;NaN;;9.1;9.67742;61.3;10 / 10;11497007;2015-07-28 20:40:58:799
0.078;0.288;9.23;0.156;0.233;9.803;-0.053;0.062;-0.401;0.022;0.001;-0.008;5.0;-10.6;15.9;-50.4;30.7;-1.4;-0.9;0.0;1022.4;51.17;47.61248;-122.24859;-74.2;NaN;;8.9;9.67742;65.4;10 / 11;11498008;2015-07-28 20:40:59:800
0.059;0.288;9.347;0.043;0.194;9.805;0.027;0.093;-0.224;0.014;0.002;0.0;5.0;-10.8;16.2;-50.7;32.4;-1.1;-0.2;0.0;1022.4;52.46;47.61249;-122.24855;-74.2;NaN;;9.0;9.67742;65.4;10 / 10;11499006;2015-07-28 20:41:00:798
0.04;0.192;9.875;0.12;0.148;9.805;-0.053;-0.015;0.172;0.061;-0.006;-0.019;5.0;-11.1;16.8;-50.3;30.5;-0.7;-0.7;0.0;1022.4;52.24;47.6125;-122.24852;-74.2;NaN;;8.7;9.67742;64.1;11 / 11;11500006;2015-07-28 20:41:01:798
0.116;0.021;10.091;0.085;0.06;9.806;0.068;-0.004;0.332;-0.06;0.024;0.015;5.0;-10.8;15.8;-50.5;32.5;-0.6;-0.5;0.0;1022.4;51.52;47.61251;-122.2485;-74.2;NaN;;8.7;9.67742;63.4;7 / 7;11501007;2015-07-28 20:41:02:799
-0.23;0.134;9.464;-0.17;0.271;9.801;-0.086;-0.077;-0.16;0.0;0.015;0.025;5.0;-9.6;15.9;-50.4;32.0;-1.6;1.0;0.0;1022.4;56.45;47.61252;-122.24847;-74.2;NaN;;8.6;9.67742;63.1;11 / 11;11502007;2015-07-28 20:41:03:799
-0.128;0.053;10.31;-0.177;0.08;9.805;0.063;-0.045;0.703;-0.008;-0.003;-0.013;5.0;-9.0;16.6;-50.7;29.8;-0.4;1.1;0.0;1022.5;52.4;47.61253;-122.24844;-74.2;NaN;;8.6;9.67742;59.1;10 / 10;11503007;2015-07-28 20:41:04:799
-0.111;0.153;9.451;-0.09;0.123;9.805;-0.022;0.053;-0.069;-0.062;-0.002;0.013;5.0;-9.8;16.3;-50.5;32.2;-0.7;0.5;0.0;1022.4;50.92;47.61255;-122.24841;-74.2;NaN;;8.7;9.67742;64.6;11 / 11;11504007;2015-07-28 20:41:05:799
-0.005;0.275;8.971;-0.011;0.299;9.802;-0.055;-0.007;-0.419;0.044;-0.023;-0.006;5.0;-9.7;16.6;-50.8;28.9;-1.5;0.2;0.0;1022.4;51.94;47.61256;-122.24839;-74.2;NaN;;8.3;9.67742;62.4;11 / 11;11505006;2015-07-28 20:41:06:798
0.141;0.293;9.498;0.231;0.186;9.802;-0.057;0.007;0.019;0.04;-0.004;-0.031;5.0;-11.3;16.2;-50.8;30.0;-1.1;-1.4;0.0;1022.4;55.06;47.61257;-122.24836;-74.2;NaN;;8.7;9.67742;61.9;10 / 10;11506008;2015-07-28 20:41:07:800
0.154;0.195;9.934;0.204;0.091;9.804;-0.038;0.078;0.297;0.016;-0.003;0.0;5.0;-11.5;16.0;-50.6;33.7;-0.4;-1.2;0.0;1022.5;57.57;47.61258;-122.24833;-77.4;NaN;;8.6;9.67742;66.1;10 / 10;11507007;2015-07-28 20:41:08:799
-0.026;0.2;9.761;0.052;0.173;9.805;-0.073;0.022;0.112;0.01;0.028;0.002;5.0;-11.1;16.5;-49.9;30.6;-0.9;-0.6;0.0;1022.4;54.29;47.61259;-122.2483;-74.2;NaN;;8.5;9.67742;63.5;10 / 11;11508007;2015-07-28 20:41:09:799
-0.152;0.173;9.098;-0.054;0.17;9.805;-0.11;0.015;-0.226;-0.029;0.004;0.015;5.0;-10.9;15.8;-50.4;33.1;-1.2;0.1;0.0;1022.4;52.29;47.6126;-122.24827;-77.4;NaN;;8.6;9.67742;63.4;12 / 12;11509006;2015-07-28 20:41:10:798
0.078;0.23;9.693;0.069;0.262;9.803;0.003;-0.059;-0.031;0.058;-0.015;0.003;5.0;-10.4;16.0;-50.3;29.1;-1.5;-0.4;0.0;1022.4;49.45;47.61261;-122.24824;-77.4;NaN;;8.8;9.67742;65.9;11 / 11;11510006;2015-07-28 20:41:11:798
0.225;0.039;10.28;0.113;0.015;9.806;0.035;0.005;0.585;-0.034;0.004;-0.002;5.0;-11.2;16.6;-50.2;31.2;-0.2;-0.7;0.0;1022.5;62.34;47.61262;-122.24822;-77.4;NaN;;8.4;9.67742;60.8;12 / 12;11511007;2015-07-28 20:41:12:799
0.02;0.211;9.186;0.211;0.208;9.802;-0.235;-0.019;-0.221;-0.036;0.0;-0.025;5.0;-11.3;15.6;-50.6;28.8;-1.5;-1.6;0.0;1022.4;55.91;47.61262;-122.24819;-77.4;NaN;;8.3;9.67742;62.2;11 / 11;11512007;2015-07-28 20:41:13:799
0.192;0.115;9.98;0.111;0.165;9.805;0.079;-0.022;0.314;-0.022;0.031;0.004;5.0;-11.2;15.9;-50.7;31.5;-1.1;-0.7;0.0;1022.4;56.45;47.61263;-122.24816;-77.4;NaN;;8.5;9.67742;67.8;10 / 11;11513007;2015-07-28 20:41:14:799
-0.486;0.249;9.301;-0.3;0.25;9.799;-0.064;0.004;-0.286;0.006;0.05;0.017;5.0;-9.6;16.0;-50.9;33.3;-1.4;1.5;0.0;1022.4;52.15;47.61264;-122.24813;-74.2;NaN;;8.6;9.67742;65.2;11 / 11;11514007;2015-07-28 20:41:15:799
-0.535;0.17;9.886;-0.534;0.121;9.791;0.03;0.028;0.234;0.024;0.003;0.001;5.0;-7.6;16.4;-50.6;32.9;-0.7;3.1;0.0;1022.4;51.62;47.61264;-122.2481;-74.2;NaN;;8.7;9.67742;65.9;10 / 11;11515007;2015-07-28 20:41:16:799
-0.516;0.21;9.979;-0.465;0.141;9.795;-0.044;0.053;0.292;-0.023;-0.005;-0.009;5.0;-7.7;15.7;-51.0;31.8;-0.9;2.7;0.0;1022.4;71.36;47.61265;-122.24807;-74.2;NaN;;9.1;9.67742;69.9;9 / 10;11516007;2015-07-28 20:41:17:799
-0.467;0.153;9.95;-0.405;0.187;9.796;-0.047;-0.025;0.231;-0.009;-0.011;0.033;5.0;-8.4;16.6;-51.0;29.3;-1.1;2.4;0.0;1022.4;68.18;47.61266;-122.24804;-74.2;NaN;;8.9;9.67742;69.0;10 / 12;11517006;2015-07-28 20:41:18:798
-0.393;0.115;9.646;-0.391;0.246;9.796;-0.027;-0.066;-0.01;-0.024;-0.015;0.068;5.0;-8.7;16.5;-50.7;31.1;-1.4;2.3;0.0;1022.4;60.25;47.61267;-122.24801;-77.4;NaN;;9.1;9.67742;62.5;10 / 12;11518007;2015-07-28 20:41:19:799
-0.286;0.058;9.769;-0.25;0.126;9.803;-0.039;-0.031;0.149;-0.036;-0.013;0.04;5.0;-7.8;17.4;-50.8;27.8;-0.7;1.5;0.0;1022.4;53.68;47.61268;-122.24798;-77.4;NaN;;8.9;9.67742;58.6;12 / 12;11519007;2015-07-28 20:41:20:799
0.212;0.096;9.617;0.05;0.171;9.805;0.172;-0.076;-0.004;-0.017;-0.002;-0.002;5.0;-8.7;17.6;-50.9;25.0;-1.1;-0.2;0.0;1022.4;59.18;47.61269;-122.24795;-74.2;NaN;;9.0;9.67742;54.9;11 / 11;11520008;2015-07-28 20:41:21:800
0.074;0.108;9.98;-0.006;0.094;9.806;0.084;0.013;0.337;0.033;0.005;-0.016;5.0;-8.4;18.5;-50.2;22.6;-0.4;0.1;0.0;1022.5;56.29;47.61271;-122.24793;-74.2;NaN;;8.5;9.67742;52.3;10 / 11;11521007;2015-07-28 20:41:22:799
0.213;0.23;9.537;0.106;0.203;9.804;0.064;-0.014;0.032;0.022;-0.017;-0.037;5.0;-9.2;17.5;-50.7;25.1;-1.2;-0.6;0.0;1022.4;56.9;47.61272;-122.24791;-74.2;NaN;;8.5;9.67742;54.0;10 / 11;11522008;2015-07-28 20:41:23:800
0.144;0.163;9.616;0.133;0.127;9.805;0.009;0.039;0.037;-0.003;0.005;-0.003;5.0;-10.2;16.9;-50.3;27.8;-0.7;-0.8;0.0;1022.4;59.15;47.61274;-122.24788;-74.2;NaN;;8.9;9.67742;57.0;11 / 12;11523010;2015-07-28 20:41:24:802
0.035;0.23;9.51;-0.027;0.26;9.803;0.028;-0.046;-0.039;0.046;0.017;0.008;5.0;-9.3;17.0;-50.5;26.5;-1.5;0.2;0.0;1022.4;54.88;47.61275;-122.24785;-74.2;NaN;;9.1;9.67742;59.4;12 / 12;11524007;2015-07-28 20:41:25:799
-0.206;0.211;9.681;-0.197;0.158;9.803;-0.008;-0.028;0.159;0.033;0.014;0.01;5.0;-8.2;17.2;-50.7;26.9;-0.9;1.2;0.0;1022.5;55.0;47.61276;-122.24783;-74.2;NaN;;8.7;9.67742;54.9;12 / 12;11525007;2015-07-28 20:41:26:799
-0.037;0.173;9.611;-0.103;0.129;9.805;0.069;0.056;0.124;-0.021;-0.006;0.025;5.0;-8.7;17.3;-50.8;28.4;-0.8;0.6;0.0;1022.4;57.0;47.61278;-122.2478;-77.4;NaN;;8.7;9.67742;60.7;11 / 11;11526008;2015-07-28 20:41:27:800
-0.174;0.247;9.558;-0.146;0.219;9.803;-0.041;0.023;-0.134;0.029;0.007;-0.001;5.0;-8.1;17.6;-50.2;24.6;-1.1;0.8;0.0;1022.4;53.47;47.61279;-122.24777;-77.4;NaN;;8.2;9.67742;55.3;12 / 12;11527007;2015-07-28 20:41:28:799
-0.002;0.153;9.731;-0.019;0.144;9.806;-0.004;-0.006;0.135;0.002;-0.033;-0.02;5.0;-8.6;17.7;-50.5;26.2;-0.8;0.2;0.0;1022.4;54.83;47.6128;-122.24775;-77.4;NaN;;9.3;9.67742;58.9;11 / 11;11528007;2015-07-28 20:41:29:799
0.241;0.211;9.865;0.191;0.107;9.804;-0.001;0.091;0.27;0.006;0.007;-0.004;5.0;-10.3;17.8;-50.1;25.9;-0.6;-1.1;0.0;1022.4;56.58;47.61281;-122.24772;-77.4;NaN;;8.3;9.67742;56.3;12 / 12;11529007;2015-07-28 20:41:30:799
-0.306;0.21;9.292;-0.083;0.219;9.804;-0.228;-0.032;-0.114;0.025;0.023;0.025;5.0;-9.0;17.3;-50.5;27.0;-1.2;0.2;0.0;1022.4;59.5;47.61283;-122.24769;-77.4;NaN;;9.3;9.67742;57.2;11 / 11;11530007;2015-07-28 20:41:31:799
0.014;0.23;9.443;-0.049;0.248;9.803;-0.056;0.001;-0.127;0.011;-0.019;-0.001;5.0;-9.0;16.7;-50.8;26.9;-1.4;0.3;0.0;1022.4;56.56;47.61284;-122.24767;-80.6;NaN;;8.9;9.67742;57.1;11 / 12;11531007;2015-07-28 20:41:32:799
0.193;0.14;9.298;0.107;0.121;9.805;0.074;0.041;-0.255;-0.008;-0.008;0.016;5.0;-10.0;17.1;-50.6;28.5;-0.7;-0.5;0.0;1022.4;56.07;47.61285;-122.24764;-80.6;NaN;;8.9;9.67742;59.4;12 / 12;11532007;2015-07-28 20:41:33:799
0.25;0.177;9.216;0.247;0.231;9.801;-0.026;-0.017;-0.4;0.03;-0.02;-0.03;5.0;-10.2;16.4;-50.5;27.0;-1.4;-1.4;0.0;1022.4;58.85;47.61286;-122.24761;-77.4;NaN;;8.6;9.67742;60.1;12 / 12;11533008;2015-07-28 20:41:34:800
0.521;0.112;9.711;0.433;0.099;9.797;0.139;-0.009;0.148;-0.036;-0.018;-0.008;5.0;-11.7;16.7;-50.4;29.2;-0.6;-2.5;0.0;1022.4;57.94;47.61287;-122.24758;-77.4;NaN;;8.2;9.67742;58.6;11 / 11;11534007;2015-07-28 20:41:35:799
0.423;0.211;9.826;0.379;0.184;9.798;0.06;0.023;0.124;0.023;0.036;-0.008;5.0;-11.2;16.7;-50.1;26.8;-1.1;-2.2;0.0;1022.4;59.58;47.61288;-122.24756;-77.4;NaN;;8.7;9.67742;61.1;11 / 11;11535007;2015-07-28 20:41:36:799
0.097;0.153;10.038;-0.047;0.162;9.805;0.148;-0.019;0.485;0.026;0.031;-0.006;5.0;-9.8;17.3;-50.6;30.0;-0.7;0.2;0.0;1022.5;58.87;47.61289;-122.24753;-77.4;NaN;;8.3;9.67742;59.2;11 / 11;11536007;2015-07-28 20:41:37:799
-0.206;0.155;9.709;-0.23;0.129;9.803;0.043;0.009;0.161;-0.022;0.01;0.012;5.0;-8.3;16.3;-51.0;28.6;-1.0;1.4;0.0;1022.4;59.34;47.6129;-122.2475;-77.4;NaN;;8.6;9.67742;60.9;11 / 11;11537007;2015-07-28 20:41:38:799
-0.123;0.182;9.855;-0.165;0.162;9.804;0.069;0.032;0.145;0.005;-0.001;-0.018;5.0;-8.6;16.8;-50.7;29.3;-0.9;1.1;0.0;1022.4;56.46;47.61291;-122.24747;-77.4;NaN;;8.2;9.67742;60.7;11 / 12;11538007;2015-07-28 20:41:39:799
-0.135;0.173;9.328;-0.161;0.212;9.803;0.076;-0.047;-0.22;0.003;0.004;-0.014;5.0;-9.0;16.3;-50.9;30.0;-1.3;1.0;0.0;1022.4;58.47;47.61292;-122.24744;-77.4;NaN;;8.4;9.67742;62.1;10 / 11;11539007;2015-07-28 20:41:40:799
-0.114;0.173;9.941;-0.207;0.12;9.804;0.105;0.011;0.299;0.016;-0.002;-0.017;5.0;-8.3;16.8;-50.7;27.5;-0.6;1.3;0.0;1022.5;55.27;47.61293;-122.24741;-77.4;NaN;;8.6;9.67742;65.6;11 / 11;11540007;2015-07-28 20:41:41:799
-0.229;0.115;9.664;-0.322;0.181;9.8;0.104;-0.079;-0.015;0.009;0.01;0.038;5.0;-8.9;16.9;-50.4;30.7;-1.1;1.9;0.0;1022.4;58.72;47.61294;-122.24737;-77.4;NaN;;8.3;9.67742;60.5;12 / 12;11541007;2015-07-28 20:41:42:799
-0.482;0.153;9.64;-0.421;0.237;9.795;-0.098;-0.03;0.101;-0.032;-0.011;0.024;5.0;-8.1;16.6;-50.6;29.2;-1.4;2.5;0.0;1022.4;54.82;47.61295;-122.24734;-77.4;NaN;;8.8;9.67742;63.4;10 / 10;11542008;2015-07-28 20:41:43:800
-0.018;0.124;9.569;-0.242;0.207;9.801;0.152;-0.06;-0.094;-0.01;-0.002;0.016;5.0;-8.4;16.8;-51.1;27.3;-1.3;1.5;0.0;1022.4;61.01;47.61296;-122.24732;-77.4;NaN;;8.7;9.67742;60.0;11 / 11;11543008;2015-07-28 20:41:44:800
-0.573;0.153;9.246;-0.456;0.121;9.795;-0.129;0.051;-0.237;-0.03;0.025;0.013;5.0;-7.5;16.7;-50.3;29.3;-0.9;2.3;0.0;1022.4;54.8;47.61298;-122.24729;-80.6;NaN;;8.1;9.67742;56.1;12 / 12;11544007;2015-07-28 20:41:45:799
-0.269;0.17;9.541;-0.46;0.231;9.793;0.176;-0.069;-0.081;0.008;0.006;0.009;5.0;-6.8;17.2;-50.6;27.6;-1.4;2.9;0.0;1022.4;55.61;47.61299;-122.24726;-80.6;NaN;;8.9;9.67742;58.3;9 / 9;11545007;2015-07-28 20:41:46:799
-0.688;0.244;9.036;-0.559;0.258;9.787;-0.138;-0.005;-0.408;0.008;-0.005;-0.005;5.0;-6.6;16.7;-50.9;28.4;-1.5;3.3;0.0;1022.4;55.51;47.613;-122.24723;-80.6;NaN;;8.7;9.67742;59.5;11 / 12;11546007;2015-07-28 20:41:47:799
-0.16;0.307;9.531;-0.189;0.218;9.802;0.032;0.093;-0.233;0.018;-0.035;-0.03;5.0;-7.9;16.8;-51.2;26.4;-1.3;1.1;0.0;1022.5;56.37;47.61301;-122.24722;-80.6;NaN;;8.4;9.67742;55.4;11 / 13;11547007;2015-07-28 20:41:48:799
0.078;0.134;10.075;-0.025;0.082;9.806;0.126;0.025;0.405;0.019;0.017;-0.031;5.0;-9.2;17.4;-50.3;27.8;-0.4;0.2;0.0;1022.4;52.22;47.61302;-122.24719;-80.6;NaN;;8.3;9.67742;58.7;12 / 13;11548007;2015-07-28 20:41:49:799
-0.248;0.096;9.497;-0.276;0.189;9.801;-0.012;-0.076;0.011;-0.013;0.003;-0.022;5.0;-8.0;16.8;-50.6;27.5;-1.2;1.6;0.0;1022.4;56.04;47.61303;-122.24716;-77.4;NaN;;8.9;9.67742;63.5;11 / 12;11549007;2015-07-28 20:41:50:799
-0.305;0.207;9.367;-0.29;0.25;9.799;0.013;-0.03;-0.236;-0.005;-0.005;-0.001;5.0;-9.2;15.8;-51.0;31.3;-1.5;1.7;0.0;1022.4;53.91;47.61304;-122.24713;-74.2;NaN;;8.9;9.67742;60.7;11 / 12;11550007;2015-07-28 20:41:51:799
-0.363;0.185;9.499;-0.377;0.184;9.798;0.026;0.021;-0.082;-0.019;0.022;0.034;5.0;-8.4;16.1;-51.0;29.9;-1.2;2.1;0.0;1022.4;55.52;47.61305;-122.2471;-77.4;NaN;;9.0;9.67742;62.8;12 / 13;11551007;2015-07-28 20:41:52:799
