acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;LIGHT;mag_x;mag_y;mag_z;azimuth;pitch;roll;proximity;pressure;sound;lat;lon;altitude;alt_google;loc_alt_pres;speed_kmh;accuracy;loc_orientation;sats_in_range;lapsed;datetime
-0.848;2.41;9.198;-0.65;2.557;9.445;-0.079;-0.236;-0.001;0.012;-0.19;-0.017;3273.0;3.5;3.4;-52.5;4.2;-15.0;4.6;2.0;1022.6;49.05;;;;NaN;;;;;0 / 21;6;2015-07-28 17:29:21:798
-1.063;1.819;10.203;-0.991;1.867;9.576;0.164;0.047;0.456;-0.118;0.129;-0.02;2997.0;-1.5;3.9;-52.8;23.0;-12.1;4.7;2.0;1023.1;46.56;;;;NaN;;;;;0 / 21;1007;2015-07-28 17:29:22:799
-3.302;-2.202;6.363;1.157;0.669;9.715;-4.385;-2.611;1.481;-1.054;-2.007;-0.881;761.0;-0.9;-5.4;-50.7;25.7;-14.7;3.2;2.0;1023.0;52.29;47.60074;-122.28263;-48.4;NaN;;7.0;29.03226;71.3;9 / 21;2007;2015-07-28 17:29:23:799
-1.378;0.276;9.263;-0.021;-0.496;9.794;-0.839;0.397;-0.284;-0.022;-0.037;0.476;341.0;-11.0;12.9;-50.1;46.7;2.9;0.1;2.0;1023.7;67.04;47.60076;-122.2826;-45.2;NaN;;8.1;16.12903;71.9;13 / 21;3007;2015-07-28 17:29:24:799
-0.805;0.271;9.086;-0.622;0.048;9.787;-0.236;0.23;-0.463;0.025;-0.028;-0.009;421.0;-8.7;13.0;-50.8;42.7;-0.3;3.6;2.0;1022.1;54.69;47.60074;-122.2826;-38.7;NaN;;6.2;12.90323;80.3;13 / 22;4007;2015-07-28 17:29:25:799
-0.727;0.227;9.666;-0.648;0.176;9.784;-0.114;0.04;-0.156;0.008;-0.025;-0.046;420.0;-9.4;12.5;-51.2;43.8;-1.0;3.8;2.0;1022.1;61.12;47.60073;-122.28259;-35.5;NaN;;5.9;9.67742;82.2;15 / 23;5007;2015-07-28 17:29:26:799
-0.344;0.211;9.116;-0.646;0.17;9.784;0.215;0.016;-0.294;0.05;0.019;0.01;363.0;-10.8;12.6;-50.8;45.9;-1.0;3.8;2.0;1022.2;58.08;47.60073;-122.28259;-35.5;NaN;;5.9;9.67742;82.2;15 / 24;6007;2015-07-28 17:29:27:799
-1.16;0.153;9.934;-0.853;0.089;9.769;-0.301;0.117;0.36;-0.04;-0.032;0.011;513.0;-10.1;12.1;-51.2;48.8;-0.6;4.9;2.0;1022.4;64.47;47.60073;-122.28255;-38.7;NaN;;6.0;9.67742;84.6;15 / 24;7006;2015-07-28 17:29:28:798
-0.482;0.15;9.459;-0.627;0.216;9.784;0.254;-0.073;-0.033;0.041;0.062;-0.001;576.0;-10.7;12.9;-50.9;45.5;-1.1;3.6;2.0;1022.4;58.64;47.60073;-122.28253;-41.9;NaN;;6.2;9.67742;84.0;15 / 24;8007;2015-07-28 17:29:29:799
-0.746;0.097;9.847;-0.785;0.064;9.775;0.012;0.022;0.133;-0.019;-0.065;0.014;669.0;-9.3;12.7;-51.5;45.5;-0.4;5.1;2.0;1022.5;64.62;47.60074;-122.28251;-41.9;NaN;;6.1;9.67742;83.6;15 / 24;9007;2015-07-28 17:29:30:799
-0.554;0.177;9.563;-0.659;0.264;9.781;0.03;-0.054;0.052;0.007;0.032;0.026;631.0;-10.4;12.3;-51.1;45.1;-1.5;3.9;2.0;1022.4;53.96;47.60074;-122.28249;-45.2;NaN;;6.2;9.67742;80.7;15 / 24;10007;2015-07-28 17:29:31:799
-1.166;0.182;9.395;-0.87;0.082;9.768;-0.366;0.13;-0.094;-0.025;-0.003;0.0;593.0;-9.7;13.3;-51.1;47.2;-0.5;5.1;2.0;1022.5;67.65;47.60074;-122.28247;-45.2;NaN;;6.1;9.67742;80.6;15 / 24;11006;2015-07-28 17:29:32:798
-0.688;0.192;9.722;-0.735;0.247;9.776;0.037;-0.046;0.151;0.02;0.032;0.018;749.0;-9.5;13.5;-51.0;44.1;-1.4;4.3;2.0;1022.5;58.91;47.60074;-122.28245;-45.2;NaN;;6.3;9.67742;80.4;15 / 24;12007;2015-07-28 17:29:33:799
-0.868;0.077;9.501;-0.811;0.053;9.773;-0.064;0.039;-0.106;-0.013;-0.012;-0.038;474.0;-8.9;13.8;-51.3;42.6;-0.4;4.7;2.0;1022.5;62.69;47.60075;-122.28243;-48.4;NaN;;6.2;9.67742;80.2;15 / 25;13007;2015-07-28 17:29:34:799
-0.324;0.152;9.691;-0.572;0.269;9.786;0.231;-0.115;0.074;0.035;-0.007;0.001;566.0;-9.9;12.7;-50.8;42.9;-1.5;3.7;2.0;1022.5;61.71;47.60075;-122.2824;-48.4;NaN;;6.1;9.67742;78.6;15 / 25;14007;2015-07-28 17:29:35:799
-0.867;-0.031;10.235;-0.702;0.025;9.781;-0.077;0.009;0.276;-0.028;-0.036;0.049;643.0;-10.1;13.2;-51.2;46.3;-0.2;4.3;2.0;1022.6;58.64;47.60075;-122.28238;-48.4;NaN;;6.0;9.67742;78.6;15 / 25;15007;2015-07-28 17:29:36:799
-0.746;0.058;9.981;-0.753;0.101;9.777;0.03;-0.001;0.285;-0.062;0.064;0.018;595.0;-9.5;13.6;-50.6;39.9;-1.1;4.0;2.0;1022.5;62.59;47.60076;-122.28236;-51.6;NaN;;6.0;9.67742;79.9;15 / 25;16007;2015-07-28 17:29:37:799
-0.841;0.23;8.599;-0.891;0.342;9.76;0.035;-0.104;-1.19;0.051;-0.032;0.057;596.0;-9.2;14.1;-51.3;40.8;-2.0;5.2;2.0;1022.5;55.05;47.60076;-122.28234;-51.6;NaN;;6.0;9.67742;79.6;15 / 25;17007;2015-07-28 17:29:38:799
-1.236;0.134;10.669;-0.969;0.097;9.758;-0.304;0.045;1.252;-0.051;-0.006;0.03;725.0;-7.3;13.9;-51.2;38.3;-1.1;5.5;2.0;1022.6;62.57;47.60076;-122.28232;-48.4;NaN;;6.0;9.67742;78.2;15 / 25;18011;2015-07-28 17:29:39:803
-0.65;0.173;8.694;-0.674;0.147;9.782;-0.002;0.032;-0.916;-0.009;0.016;0.001;499.0;-8.8;15.3;-50.7;38.2;-0.9;3.9;2.0;1022.4;62.16;47.60077;-122.28229;-51.6;NaN;;5.7;9.67742;78.0;15 / 25;19009;2015-07-28 17:29:40:801
-0.52;0.341;8.516;-0.646;0.294;9.781;0.121;0.024;-0.922;-0.005;-0.027;-0.032;352.0;-8.2;14.5;-51.5;36.4;-1.7;3.9;2.0;1022.5;61.8;47.60077;-122.28227;-51.6;NaN;;5.7;9.67742;69.5;15 / 25;20007;2015-07-28 17:29:41:799
-0.663;0.283;9.677;-0.552;0.114;9.79;0.024;0.12;0.214;0.114;0.005;0.065;432.0;-9.6;15.1;-50.4;39.4;-0.7;3.2;2.0;1022.6;63.15;47.60078;-122.28225;-51.6;NaN;;5.7;9.67742;69.7;15 / 25;21006;2015-07-28 17:29:42:798
-0.439;0.058;10.382;-0.502;0.013;9.794;0.051;0.045;0.808;-0.04;0.03;-0.011;493.0;-10.0;14.0;-50.4;41.0;-0.2;2.7;2.0;1022.7;60.24;47.60078;-122.28223;-51.6;NaN;;5.7;9.67742;80.7;15 / 25;22006;2015-07-28 17:29:43:798
-0.715;0.219;9.252;-0.683;0.231;9.78;0.116;0.054;-0.536;-0.054;0.007;0.006;462.0;-8.4;13.4;-51.1;39.1;-1.4;4.0;2.0;1022.5;67.04;47.60079;-122.28221;-51.6;NaN;;5.4;9.67742;80.2;15 / 25;23007;2015-07-28 17:29:44:799
-0.326;0.25;9.398;-0.643;0.327;9.78;0.171;-0.067;-0.057;0.066;-0.027;-0.002;435.0;-8.9;14.0;-51.1;39.8;-1.6;4.3;2.0;1022.8;68.73;47.60079;-122.28219;-54.8;NaN;;5.3;9.67742;77.8;15 / 25;24007;2015-07-28 17:29:45:799
-0.88;0.211;10.186;-0.675;0.102;9.783;-0.201;0.106;0.506;0.005;-0.009;0.006;424.0;-9.2;14.0;-50.8;40.6;-0.5;3.8;2.0;1022.7;69.54;47.6008;-122.28217;-54.8;NaN;;5.4;9.67742;77.8;15 / 25;25007;2015-07-28 17:29:46:799
-0.286;0.209;9.326;-0.433;0.259;9.794;0.126;-0.058;-0.091;0.012;0.026;-0.022;363.0;-9.4;13.4;-50.5;38.1;-1.5;2.5;2.0;1022.5;63.89;47.6008;-122.28215;-54.8;NaN;;5.3;9.67742;79.8;15 / 25;26007;2015-07-28 17:29:47:799
-0.334;0.091;9.975;-0.665;0.098;9.784;0.132;-0.021;0.331;-0.002;-0.019;0.011;482.0;-9.7;14.2;-50.9;43.2;-0.7;4.2;2.0;1022.6;68.1;47.6008;-122.28213;-54.8;NaN;;5.4;9.67742;79.5;15 / 25;27006;2015-07-28 17:29:48:798
-1.183;0.199;9.673;-0.909;0.256;9.761;-0.243;-0.002;0.101;-0.027;0.04;0.001;407.0;-8.1;13.0;-51.1;41.6;-1.5;5.3;2.0;1022.5;53.1;47.60081;-122.28212;-54.8;NaN;;5.1;9.67742;77.3;15 / 25;28006;2015-07-28 17:29:49:798
-1.129;0.212;9.539;-0.898;0.162;9.764;-0.179;0.086;-0.121;-0.019;-0.009;-0.031;614.0;-8.4;13.8;-51.0;39.9;-1.0;5.0;2.0;1022.5;58.95;47.60082;-122.2821;-54.8;NaN;;5.5;9.67742;77.6;11 / 15;29007;2015-07-28 17:29:50:799
-0.47;0.345;8.703;-0.687;0.402;9.774;0.26;-0.062;-0.781;0.046;0.016;-0.028;493.0;-8.6;12.4;-51.0;42.0;-2.3;4.1;2.0;1022.4;54.51;47.60082;-122.28208;-58.1;NaN;;5.7;9.67742;77.6;11 / 14;30007;2015-07-28 17:29:51:799
-0.52;0.092;9.968;-0.784;0.044;9.775;-0.055;0.014;0.475;0.029;-0.061;0.028;741.0;-9.2;14.2;-50.9;44.0;0.2;4.9;2.0;1022.5;57.9;47.60082;-122.28206;-54.8;NaN;;5.8;9.67742;80.1;11 / 14;31007;2015-07-28 17:29:52:799
-1.037;0.211;10.12;-0.749;0.201;9.776;-0.218;0.025;0.469;-0.063;0.039;-0.027;592.0;-9.3;12.8;-51.6;42.7;-1.2;4.4;2.0;1022.5;57.71;47.60083;-122.28204;-54.8;NaN;;5.1;9.67742;79.4;11 / 15;32007;2015-07-28 17:29:53:799
-0.321;0.153;8.949;-0.617;0.185;9.785;0.227;-0.001;-0.536;0.012;0.021;0.012;693.0;-10.2;13.6;-51.2;42.2;-0.9;3.9;2.0;1022.4;54.93;47.60083;-122.28202;-54.8;NaN;;5.4;9.67742;84.8;10 / 14;33007;2015-07-28 17:29:54:799
-1.129;0.234;9.6;-0.991;0.272;9.753;-0.27;-0.008;0.037;-0.025;-0.028;0.003;629.0;-8.0;12.3;-51.1;44.4;-1.6;5.8;2.0;1022.5;56.02;47.60083;-122.282;-58.1;NaN;;5.7;9.67742;84.5;9 / 14;34007;2015-07-28 17:29:55:799
-0.845;0.211;9.849;-0.966;0.223;9.756;0.038;-0.013;0.271;0.048;0.034;0.035;681.0;-9.2;13.2;-50.8;44.7;-1.3;5.7;2.0;1022.5;59.01;47.60084;-122.28198;-54.8;NaN;;5.7;9.67742;83.4;10 / 15;35007;2015-07-28 17:29:56:799
-0.878;0.058;9.811;-1.013;0.061;9.754;-0.032;0.046;0.179;-0.06;-0.023;-0.015;564.0;-7.8;12.9;-50.7;44.5;-0.6;6.0;2.0;1022.5;50.05;47.60084;-122.28197;-58.1;NaN;;5.5;9.67742;78.3;11 / 15;36007;2015-07-28 17:29:57:799
-0.899;0.213;9.616;-0.975;0.409;9.75;-0.01;-0.163;0.008;0.049;-0.012;0.008;537.0;-8.5;11.9;-51.4;43.1;-2.3;5.8;2.0;1022.5;53.12;47.60085;-122.28196;-58.1;NaN;;5.5;9.67742;78.1;8 / 12;37006;2015-07-28 17:29:58:798
-0.678;0.029;10.045;-0.752;-0.044;9.778;0.041;0.043;0.327;-0.04;0.004;-0.014;682.0;-9.9;13.3;-51.1;47.4;0.2;4.4;2.0;1022.5;72.74;47.60085;-122.28194;-58.1;NaN;;5.9;9.67742;78.3;10 / 15;38008;2015-07-28 17:29:59:800
-0.632;0.192;9.037;-0.718;0.328;9.775;0.003;-0.054;-0.598;-0.04;-0.004;-0.014;452.0;-9.8;11.0;-51.3;47.3;-1.9;4.2;2.0;1022.5;54.92;47.60085;-122.28192;-58.1;NaN;;5.9;9.67742;76.5;11 / 15;39009;2015-07-28 17:30:00:801
-0.65;0.211;9.631;-0.752;0.282;9.774;0.03;-0.066;-0.091;0.05;-0.031;0.016;568.0;-10.3;12.0;-50.8;45.9;-1.6;4.4;2.0;1022.6;56.25;47.60085;-122.28189;-58.1;NaN;;7.2;9.67742;77.3;9 / 13;40008;2015-07-28 17:30:01:800
-0.995;0.116;10.0;-0.896;0.081;9.765;-0.106;0.064;0.551;-0.027;0.03;0.015;634.0;-9.4;12.4;-50.9;47.7;-0.5;5.2;2.0;1022.5;53.22;47.60085;-122.28187;-58.1;NaN;;5.6;9.67742;84.2;11 / 15;41007;2015-07-28 17:30:02:799
-0.503;0.186;9.144;-0.796;0.338;9.768;0.309;-0.168;-0.558;-0.006;-0.007;-0.008;316.0;-9.7;11.6;-51.0;46.0;-2.1;4.9;0.0;1022.4;67.08;47.60086;-122.28185;-54.8;NaN;;5.9;9.67742;82.6;11 / 15;42007;2015-07-28 17:30:03:799
-0.937;0.126;10.313;-0.938;0.128;9.761;0.003;0.04;0.519;0.005;0.011;0.002;325.0;-9.3;12.9;-51.2;45.7;-0.6;5.5;0.0;1022.6;56.69;47.60085;-122.28183;-54.8;NaN;;5.0;9.67742;82.1;10 / 13;43007;2015-07-28 17:30:04:799
-0.758;0.054;9.627;-0.973;0.15;9.757;-0.053;-0.007;0.028;-0.048;0.016;0.016;73.0;-9.6;11.7;-51.1;49.6;-0.9;5.7;0.0;1023.5;64.87;47.60085;-122.28182;-54.8;NaN;;5.7;9.67742;82.1;10 / 15;44008;2015-07-28 17:30:05:800
-1.53;0.211;9.369;-1.013;0.141;9.753;-0.433;0.145;-0.19;-0.025;-0.009;-0.051;64.0;-8.6;11.4;-51.5;48.7;-1.1;5.3;0.0;1023.5;58.51;47.60085;-122.28179;-54.8;NaN;;5.5;9.67742;78.3;11 / 15;45007;2015-07-28 17:30:06:799
-0.801;0.315;9.435;-0.799;0.249;9.771;-0.014;0.075;-0.229;0.077;0.054;-0.022;64.0;-10.2;12.0;-51.3;47.1;-1.1;4.4;0.0;1023.0;54.12;47.60085;-122.28176;-54.8;NaN;;6.7;9.67742;78.4;11 / 14;46007;2015-07-28 17:30:07:799
-1.407;0.039;10.05;-1.178;0.029;9.736;-0.234;0.029;0.564;-0.092;-0.004;0.021;84.0;-8.6;10.8;-51.8;51.4;-1.0;6.6;0.0;1022.8;60.26;47.60086;-122.28173;-54.8;NaN;;5.9;9.67742;86.1;10 / 14;47007;2015-07-28 17:30:08:799
-0.746;0.288;7.968;-0.908;0.333;9.759;0.181;-0.013;-1.673;-0.009;-0.015;0.024;98.0;-9.0;11.6;-51.1;45.0;-1.9;5.3;0.0;1022.6;55.96;47.60086;-122.28172;-58.1;NaN;;6.0;9.67742;92.2;11 / 15;48007;2015-07-28 17:30:09:799
-0.544;0.317;9.668;-0.807;0.233;9.771;0.236;-0.004;0.42;0.122;-0.011;0.014;167.0;-9.3;12.8;-51.4;44.1;-0.9;5.0;0.0;1022.6;64.46;47.60086;-122.28172;-64.5;NaN;;6.9;9.67742;83.6;10 / 14;49007;2015-07-28 17:30:10:799
-0.888;-0.038;10.91;-0.83;-0.118;9.771;-0.047;0.078;1.373;-0.024;-0.011;0.017;99.0;-9.6;13.4;-51.5;49.0;0.7;4.9;0.0;1022.6;59.81;47.60087;-122.2817;-61.3;NaN;;6.0;9.67742;83.2;10 / 14;50007;2015-07-28 17:30:11:799
-0.63;0.171;8.586;-0.768;0.213;9.774;0.167;-0.16;-0.762;-0.071;0.007;0.012;78.0;-9.1;11.3;-51.0;45.5;-2.0;4.5;0.0;1022.4;70.54;47.60086;-122.28167;-67.7;NaN;;6.0;9.67742;84.5;11 / 15;51007;2015-07-28 17:30:12:799
-0.876;0.238;9.539;-0.929;0.167;9.761;0.048;0.073;-0.145;0.032;-0.005;0.028;185.0;-8.7;12.9;-50.8;44.9;-1.0;5.4;0.0;1022.6;65.07;47.60086;-122.28165;-67.7;NaN;;5.7;9.67742;84.6;15 / 25;52007;2015-07-28 17:30:13:799
-0.612;0.269;9.003;-0.592;0.243;9.786;0.107;-0.021;-0.32;0.046;-0.01;0.001;178.0;-9.5;12.4;-51.4;43.2;-1.1;3.6;0.0;1022.5;59.01;47.60086;-122.28162;-67.7;NaN;;5.7;9.67742;82.9;15 / 25;53006;2015-07-28 17:30:14:798
-0.324;0.268;9.341;-0.43;0.138;9.796;0.089;0.126;-0.238;0.043;-0.036;-0.032;178.0;-10.4;13.2;-51.1;44.0;-0.2;3.1;0.0;1022.5;66.35;47.60086;-122.2816;-64.5;NaN;;5.7;9.67742;82.9;15 / 25;54007;2015-07-28 17:30:15:799
-0.65;0.177;10.584;-0.585;0.149;9.788;-0.083;0.035;0.884;0.073;0.014;0.018;186.0;-11.0;13.0;-51.2;45.9;-0.6;3.3;0.0;1022.6;62.35;47.60087;-122.28157;-67.7;NaN;;5.7;9.67742;82.3;15 / 25;55008;2015-07-28 17:30:16:800
-0.401;-0.015;9.915;-0.577;0.047;9.79;0.163;-0.051;0.445;0.003;0.045;0.022;204.0;-10.6;12.7;-51.2;46.2;-0.3;3.2;0.0;1022.5;54.2;47.60087;-122.28155;-64.5;NaN;;5.9;9.67742;82.3;15 / 25;56007;2015-07-28 17:30:17:799
-0.577;0.077;9.632;-0.736;0.095;9.779;0.002;0.027;-0.001;-0.074;-0.039;-0.006;196.0;-9.9;12.8;-51.1;45.7;-0.6;4.3;0.0;1022.5;57.46;47.60087;-122.28153;-64.5;NaN;;5.7;9.67742;78.9;15 / 25;57006;2015-07-28 17:30:18:798
-0.941;0.211;9.692;-0.758;0.231;9.775;-0.213;-0.017;0.043;0.05;0.022;0.011;203.0;-10.7;13.8;-50.9;44.3;-1.0;4.0;0.0;1022.5;59.48;47.60087;-122.2815;-61.3;NaN;;5.5;9.67742;79.2;15 / 25;58007;2015-07-28 17:30:19:799
-0.589;0.218;9.149;-0.564;0.187;9.789;-0.084;0.043;-0.116;-0.03;0.003;-0.004;139.0;-10.1;12.2;-51.6;45.0;-1.1;3.3;0.0;1022.5;66.43;47.60087;-122.28148;-64.5;NaN;;5.7;9.67742;78.4;15 / 25;59007;2015-07-28 17:30:20:799
-0.612;0.288;9.359;-0.664;0.244;9.781;0.055;0.033;-0.42;0.056;0.008;0.009;103.0;-10.2;13.0;-51.1;43.3;-1.4;3.9;0.0;1022.5;49.71;47.60087;-122.28146;-61.3;NaN;;5.8;9.67742;78.4;14 / 25;60007;2015-07-28 17:30:21:799
-0.741;0.089;10.343;-0.757;-0.004;9.777;-0.001;0.095;0.729;0.011;-0.019;0.019;100.0;-9.2;14.2;-50.8;42.7;0.0;4.4;0.0;1022.6;54.37;47.60087;-122.28143;-61.3;NaN;;5.5;9.67742;80.2;15 / 25;61007;2015-07-28 17:30:22:799
-0.762;0.099;8.729;-0.739;0.082;9.778;-0.054;0.017;-0.626;-0.08;0.025;-0.004;186.0;-9.1;13.2;-50.8;42.8;-0.8;4.2;0.0;1022.4;52.96;47.60088;-122.28141;-61.3;NaN;;5.5;9.67742;80.0;15 / 25;62007;2015-07-28 17:30:23:799
-0.995;0.341;8.654;-0.83;0.41;9.763;-0.135;-0.035;-0.788;0.033;-0.008;0.012;152.0;-8.9;12.8;-51.0;41.4;-2.4;4.9;0.0;1022.5;61.25;47.60088;-122.28139;-61.3;NaN;;5.7;9.67742;79.6;15 / 25;63007;2015-07-28 17:30:24:799
-0.843;0.258;9.618;-0.857;0.053;9.769;0.093;0.077;0.189;0.078;0.036;-0.022;212.0;-8.4;14.1;-51.1;41.1;-0.3;5.0;0.0;1022.5;59.24;47.60088;-122.28137;-61.3;NaN;;5.9;9.67742;82.1;15 / 25;64007;2015-07-28 17:30:25:799
-0.631;0.096;10.061;-0.685;0.01;9.783;0.069;0.086;0.284;-0.043;-0.06;-0.039;204.0;-8.3;12.7;-51.4;42.4;-0.2;4.6;0.0;1022.5;57.51;47.60088;-122.28135;-61.3;NaN;;5.5;9.67742;81.9;15 / 25;65007;2015-07-28 17:30:26:799
-0.095;0.058;9.75;-0.552;0.096;9.791;0.431;-0.036;0.148;0.006;0.0;-0.013;180.0;-10.8;13.0;-50.5;45.9;-0.5;3.2;0.0;1022.5;58.59;47.60088;-122.28132;-58.1;NaN;;5.5;9.67742;79.7;15 / 25;66008;2015-07-28 17:30:27:800
-1.07;0.171;10.115;-0.864;0.21;9.766;-0.322;-0.008;0.46;-0.023;-0.001;0.018;154.0;-9.6;11.8;-51.7;47.0;-1.4;4.7;0.0;1022.5;58.34;47.60089;-122.28131;-58.1;NaN;;5.3;9.67742;79.6;15 / 25;67007;2015-07-28 17:30:28:799
-0.96;0.173;9.83;-0.761;0.087;9.777;-0.146;0.079;0.257;-0.028;0.043;-0.032;160.0;-9.9;12.6;-50.9;45.4;-0.6;4.2;0.0;1022.4;57.59;47.60089;-122.28128;-58.1;NaN;;5.9;9.67742;86.4;15 / 25;68006;2015-07-28 17:30:29:798
-0.649;0.251;9.249;-0.855;0.22;9.767;0.202;0.03;-0.467;0.037;0.007;0.016;75.0;-8.8;13.0;-51.0;44.1;-1.1;5.1;0.0;1022.5;57.72;47.60089;-122.28126;-61.3;NaN;;5.3;9.67742;86.1;15 / 25;69009;2015-07-28 17:30:30:801
-0.83;0.077;10.183;-0.924;0.056;9.763;0.047;0.016;0.531;0.011;-0.032;0.01;118.0;-8.2;13.0;-51.3;43.9;-0.3;5.4;0.0;1022.5;56.73;47.60089;-122.28125;-61.3;NaN;;5.2;9.67742;82.4;15 / 25;70007;2015-07-28 17:30:31:799
-0.749;0.192;9.323;-0.775;0.245;9.773;-0.009;-0.068;-0.22;-0.005;-0.004;-0.001;87.0;-9.4;12.2;-51.6;44.4;-1.6;4.6;0.0;1022.5;48.04;47.6009;-122.28123;-61.3;NaN;;5.7;9.67742;82.3;15 / 25;71007;2015-07-28 17:30:32:799
-0.966;0.134;10.21;-0.763;0.109;9.776;-0.183;0.01;0.428;0.014;0.008;-0.003;101.0;-9.6;13.1;-50.9;45.8;-0.6;4.5;0.0;1022.5;58.0;47.6009;-122.2812;-61.3;NaN;;5.7;9.67742;80.4;15 / 25;72007;2015-07-28 17:30:33:799
-0.409;-0.073;9.761;-0.664;0.07;9.784;0.307;-0.129;0.284;-0.082;-0.019;0.037;145.0;-10.7;12.7;-51.4;47.2;-0.4;3.9;0.0;1022.5;56.29;47.6009;-122.28118;-61.3;NaN;;5.9;9.67742;80.6;15 / 25;73008;2015-07-28 17:30:34:800
-0.392;0.155;9.251;-0.559;0.261;9.787;0.122;-0.083;-0.352;-0.012;-0.032;0.022;143.0;-10.3;12.8;-51.0;42.1;-1.8;3.6;0.0;1022.5;60.67;47.6009;-122.28116;-61.3;NaN;;5.6;9.67742;77.8;15 / 25;74007;2015-07-28 17:30:35:799
-0.784;0.173;9.501;-0.714;0.197;9.779;-0.087;-0.018;0.006;-0.019;0.009;0.017;153.0;-10.1;13.5;-51.1;42.1;-1.2;4.1;0.0;1022.5;62.06;47.60091;-122.28114;-61.3;NaN;;5.6;9.67742;77.9;14 / 25;75007;2015-07-28 17:30:36:799
-0.958;0.288;8.822;-0.708;0.151;9.78;-0.259;0.135;-0.76;-0.031;0.051;-0.003;139.0;-9.3;13.5;-50.9;39.8;-0.9;3.7;0.0;1022.4;59.51;47.60091;-122.28112;-61.3;NaN;;5.6;9.67742;78.2;15 / 25;76007;2015-07-28 17:30:37:799
-0.746;0.23;9.451;-0.938;0.271;9.758;0.235;-0.049;-0.197;0.038;0.027;0.011;143.0;-7.6;13.4;-51.2;41.8;-1.6;5.5;0.0;1022.5;59.57;47.60091;-122.28111;-61.3;NaN;;5.8;9.67742;74.6;15 / 25;77007;2015-07-28 17:30:38:799
-0.827;0.041;10.032;-0.913;-0.05;9.764;-0.072;0.112;0.342;-0.041;-0.07;-0.001;186.0;-7.6;14.6;-51.0;41.0;0.2;5.6;0.0;1022.5;66.97;47.60091;-122.28109;-61.3;NaN;;6.0;9.67742;75.0;11 / 15;78007;2015-07-28 17:30:39:799
-0.291;0.137;8.773;-0.594;0.367;9.782;0.251;-0.189;-0.633;0.019;0.01;0.007;122.0;-9.8;12.8;-50.7;41.3;-2.1;3.5;0.0;1022.4;67.63;47.60092;-122.28108;-61.3;NaN;;5.7;9.67742;77.4;11 / 15;79007;2015-07-28 17:30:40:799
-1.28;0.208;10.068;-0.687;0.016;9.783;-0.671;0.195;0.911;-0.002;-0.019;0.016;70.0;-8.6;13.6;-51.3;41.7;-0.1;4.0;0.0;1022.5;61.4;47.60092;-122.28105;-61.3;NaN;;5.7;9.67742;76.4;11 / 15;80007;2015-07-28 17:30:41:799
-0.6;0.268;9.447;-0.674;0.266;9.78;-0.059;0.034;0.245;0.015;0.061;0.015;96.0;-9.0;12.8;-50.4;40.9;-1.6;3.9;0.0;1022.5;64.46;47.60092;-122.28103;-61.3;NaN;;5.7;9.67742;73.1;11 / 15;81008;2015-07-28 17:30:42:800
-0.646;0.136;9.349;-0.606;0.022;9.788;-0.039;0.108;-0.41;0.007;-0.033;-0.005;93.0;-8.7;14.4;-50.8;41.3;0.0;3.8;0.0;1022.5;62.93;47.60092;-122.28101;-61.3;NaN;;5.6;9.67742;77.2;11 / 15;82007;2015-07-28 17:30:43:799
-0.598;0.153;10.043;-0.678;0.281;9.779;0.069;-0.123;0.44;0.034;0.014;0.007;49.0;-9.5;13.9;-51.1;39.1;-1.6;4.0;0.0;1022.5;58.09;47.60093;-122.28099;-61.3;NaN;;5.7;9.67742;77.2;11 / 15;83007;2015-07-28 17:30:44:799
-0.715;0.138;9.479;-0.668;0.062;9.784;-0.064;0.079;-0.008;-0.015;-0.002;0.006;52.0;-9.0;14.0;-50.9;41.0;-0.4;3.9;0.0;1022.5;63.64;47.60093;-122.28098;-64.5;NaN;;5.4;9.67742;76.9;15 / 25;84007;2015-07-28 17:30:45:799
-0.571;0.241;9.671;-0.644;0.219;9.783;0.097;-0.001;0.059;0.006;0.005;-0.012;55.0;-8.6;14.2;-50.6;39.3;-1.2;3.8;0.0;1022.5;61.6;47.60093;-122.28095;-64.5;NaN;;5.3;9.67742;79.8;10 / 14;85007;2015-07-28 17:30:46:799
-0.193;-0.016;9.889;-0.392;0.022;9.799;0.184;0.012;0.215;0.007;-0.042;-0.004;56.0;-10.2;15.1;-50.5;40.1;0.0;3.0;0.0;1022.5;54.73;47.60093;-122.28094;-64.5;NaN;;5.3;9.67742;79.8;10 / 14;86007;2015-07-28 17:30:47:799
-0.746;0.183;9.142;-0.575;0.155;9.789;-0.201;-0.009;-0.046;-0.066;0.01;0.006;53.0;-9.8;13.5;-51.4;41.6;-1.4;3.0;0.0;1022.5;54.72;47.60093;-122.28091;-67.7;NaN;;5.4;9.67742;79.2;10 / 15;87007;2015-07-28 17:30:48:799
-0.544;0.225;9.575;-0.577;0.292;9.785;0.013;-0.066;-0.051;0.04;0.023;0.022;53.0;-9.3;13.8;-51.0;37.7;-1.7;3.4;0.0;1022.5;55.59;47.60094;-122.28089;-67.7;NaN;;5.6;9.67742;75.1;14 / 25;88007;2015-07-28 17:30:49:799
